Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,District of Columbia,DC,Passenger,0,3,3,220,223,1.35
March 31 2017,Duval,FL,Passenger,1,1,2,366,368,0.54
March 31 2017,Manatee,FL,Passenger,1,0,1,51,52,1.92
March 31 2017,Okaloosa,FL,Passenger,1,0,1,189,190,0.53
March 31 2017,Orange,FL,Passenger,1,1,2,150,152,1.32
March 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
March 31 2017,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
March 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
March 31 2017,Volusia,FL,Passenger,0,1,1,45,46,2.17
March 31 2017,Cobb,GA,Passenger,0,1,1,75,76,1.32
March 31 2017,DeKalb,GA,Passenger,1,0,1,83,84,1.19
March 31 2017,Fulton,GA,Passenger,1,1,2,120,122,1.64
March 31 2017,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
March 31 2017,Muscogee,GA,Passenger,0,1,1,255,256,0.39
March 31 2017,Richmond,GA,Passenger,0,1,1,100,101,0.99
March 31 2017,Honolulu,HI,Passenger,4,1,5,617,622,0.80
March 31 2017,Maui,HI,Passenger,1,0,1,71,72,1.39
March 31 2017,Canyon,ID,Passenger,0,1,1,101,102,0.98
March 31 2017,Latah,ID,Passenger,0,1,1,119,120,0.83
March 31 2017,Madison,ID,Passenger,1,0,1,43,44,2.27
March 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2017,Hamilton,IN,Passenger,1,0,1,63,64,1.56
March 31 2017,Hardin,KY,Passenger,0,1,1,127,128,0.78
March 31 2017,Orleans,LA,Passenger,0,1,1,51,52,1.92
March 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
March 31 2017,Middlesex,MA,Passenger,1,0,1,152,153,0.65
March 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
March 31 2017,Norfolk,MA,Passenger,1,0,1,35,36,2.78
March 31 2017,Anne Arundel,MD,Passenger,0,1,1,511,512,0.20
March 31 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
March 31 2017,Howard,MD,Passenger,0,2,2,90,92,2.17
March 31 2017,Montgomery,MD,Passenger,1,0,1,306,307,0.33
March 31 2017,Prince George's,MD,Passenger,0,1,1,185,186,0.54
March 31 2017,Wayne,MI,Passenger,0,1,1,73,74,1.35
March 31 2017,Dakota,MN,Passenger,0,1,1,39,40,2.50
March 31 2017,Jackson,MO,Passenger,1,0,1,66,67,1.49
March 31 2017,Cascade,MT,Passenger,0,1,1,58,59,1.69
March 31 2017,Missoula,MT,Passenger,1,0,1,79,80,1.25
March 31 2017,Cumberland,NC,Passenger,1,0,1,633,634,0.16
March 31 2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
March 31 2017,Harnett,NC,Passenger,1,0,1,269,270,0.37
March 31 2017,Moore,NC,Passenger,0,1,1,209,210,0.48
March 31 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
March 31 2017,Bergen,NJ,Passenger,0,2,2,33,35,5.71
March 31 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
March 31 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
March 31 2017,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
March 31 2017,Clark,NV,Passenger,1,3,4,850,854,0.47
March 31 2017,Jefferson,NY,Passenger,1,1,2,261,263,0.76
March 31 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
March 31 2017,Monroe,NY,Passenger,1,0,1,28,29,3.45
March 31 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
March 31 2017,Saratoga,NY,Passenger,1,1,2,80,82,2.44
March 31 2017,Franklin,OH,Passenger,0,1,1,116,117,0.85
March 31 2017,Oklahoma,OK,Passenger,0,1,1,166,167,0.60
March 31 2017,Clackamas,OR,Passenger,1,2,3,338,341,0.88
March 31 2017,Deschutes,OR,Passenger,1,0,1,198,199,0.50
March 31 2017,Douglas,OR,Passenger,0,1,1,75,76,1.32
March 31 2017,Lane,OR,Passenger,0,1,1,254,255,0.39
March 31 2017,Marion,OR,Passenger,1,0,1,192,193,0.52
March 31 2017,Multnomah,OR,Passenger,0,3,3,1097,1100,0.27
March 31 2017,Allegheny,PA,Passenger,1,0,1,88,89,1.12
March 31 2017,Montgomery,PA,Passenger,1,0,1,39,40,2.50
March 31 2017,Northampton,PA,Passenger,2,0,2,210,212,0.94
March 31 2017,Newport,RI,Passenger,1,0,1,117,118,0.85
March 31 2017,Hamilton,TN,Passenger,1,0,1,25,26,3.85
March 31 2017,Montgomery,TN,Passenger,1,0,1,287,288,0.35
March 31 2017,Shelby,TN,Passenger,0,1,1,110,111,0.90
March 31 2017,Bexar,TX,Passenger,1,2,3,1081,1084,0.28
March 31 2017,Dallas,TX,Passenger,1,1,2,200,202,0.99
March 31 2017,Hidalgo,TX,Passenger,0,1,1,96,97,1.03
March 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
March 31 2017,Tarrant,TX,Passenger,0,2,2,286,288,0.69
March 31 2017,Travis,TX,Passenger,0,1,1,193,194,0.52
March 31 2017,Salt Lake,UT,Passenger,0,1,1,302,303,0.33
March 31 2017,Utah,UT,Passenger,0,1,1,163,164,0.61
March 31 2017,Albemarle,VA,Passenger,0,1,1,29,30,3.33
March 31 2017,Arlington,VA,Passenger,1,1,2,171,173,1.16
March 31 2017,Fairfax,VA,Passenger,2,2,4,874,878,0.46
March 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2017,Norfolk,VA,Passenger,1,1,2,304,306,0.65
March 31 2017,Portsmouth,VA,Passenger,0,1,1,62,63,1.59
March 31 2017,Prince William,VA,Passenger,0,3,3,268,271,1.11
March 31 2017,Virginia Beach,VA,Passenger,2,1,3,652,655,0.46
March 31 2017,Adams,WA,Truck,0,0,0,5071,5071,0.00
March 31 2017,Adams,WA,Passenger,2,4,6,12109,12115,0.05
March 31 2017,Asotin,WA,Passenger,5,2,7,12336,12343,0.06
March 31 2017,Asotin,WA,Truck,0,0,0,6514,6514,0.00
March 31 2017,Benton,WA,Truck,0,0,0,39851,39851,0.00
March 31 2017,Benton,WA,Passenger,140,139,279,127950,128229,0.22
March 31 2017,Chelan,WA,Truck,0,0,0,21225,21225,0.00
March 31 2017,Chelan,WA,Passenger,55,30,85,51686,51771,0.16
March 31 2017,Clallam,WA,Truck,0,0,0,21043,21043,0.00
March 31 2017,Clallam,WA,Passenger,77,65,142,48078,48220,0.29
March 31 2017,Clark,WA,Truck,0,0,0,77573,77573,0.00
March 31 2017,Clark,WA,Passenger,718,454,1172,298297,299469,0.39
March 31 2017,Columbia,WA,Truck,0,0,0,1529,1529,0.00
March 31 2017,Columbia,WA,Passenger,0,1,1,2356,2357,0.04
March 31 2017,Cowlitz,WA,Passenger,51,48,99,69307,69406,0.14
March 31 2017,Cowlitz,WA,Truck,0,0,0,27911,27911,0.00
March 31 2017,Douglas,WA,Truck,0,0,0,11440,11440,0.00
March 31 2017,Douglas,WA,Passenger,29,19,48,26586,26634,0.18
March 31 2017,Ferry,WA,Truck,0,0,0,3555,3555,0.00
March 31 2017,Ferry,WA,Passenger,2,1,3,4387,4390,0.07
March 31 2017,Franklin,WA,Truck,0,0,0,17957,17957,0.00
March 31 2017,Franklin,WA,Passenger,26,47,73,55316,55389,0.13
March 31 2017,Garfield,WA,Truck,0,0,0,940,940,0.00
March 31 2017,Garfield,WA,Passenger,0,0,0,1283,1283,0.00
March 31 2017,Grant,WA,Passenger,17,21,38,60351,60389,0.06
March 31 2017,Grant,WA,Truck,0,0,0,25047,25047,0.00
March 31 2017,Grays Harbor,WA,Truck,0,0,0,19865,19865,0.00
March 31 2017,Grays Harbor,WA,Passenger,27,26,53,44409,44462,0.12
March 31 2017,Island,WA,Passenger,105,129,234,59607,59841,0.39
March 31 2017,Island,WA,Truck,0,0,0,20499,20499,0.00
March 31 2017,Jefferson,WA,Truck,0,0,0,9448,9448,0.00
March 31 2017,Jefferson,WA,Passenger,94,57,151,23657,23808,0.63
March 31 2017,King,WA,Passenger,9318,3793,13111,1383067,1396178,0.94
March 31 2017,King,WA,Truck,8,1,9,189801,189810,0.00
March 31 2017,Kitsap,WA,Passenger,572,291,863,172518,173381,0.50
March 31 2017,Kitsap,WA,Truck,1,0,1,52333,52334,0.00
March 31 2017,Kittitas,WA,Truck,0,0,0,13426,13426,0.00
March 31 2017,Kittitas,WA,Passenger,17,16,33,27120,27153,0.12
March 31 2017,Klickitat,WA,Truck,0,0,0,7942,7942,0.00
March 31 2017,Klickitat,WA,Passenger,21,23,44,14775,14819,0.30
March 31 2017,Lewis,WA,Passenger,45,34,79,55100,55179,0.14
March 31 2017,Lewis,WA,Truck,0,0,0,24817,24817,0.00
March 31 2017,Lincoln,WA,Passenger,2,4,6,7506,7512,0.08
March 31 2017,Lincoln,WA,Truck,0,0,0,4469,4469,0.00
March 31 2017,Mason,WA,Truck,0,0,0,19234,19234,0.00
March 31 2017,Mason,WA,Passenger,50,62,112,42931,43043,0.26
March 31 2017,Okanogan,WA,Truck,0,0,0,16307,16307,0.00
March 31 2017,Okanogan,WA,Passenger,3,16,19,25643,25662,0.07
March 31 2017,Pacific,WA,Truck,0,0,0,7482,7482,0.00
March 31 2017,Pacific,WA,Passenger,6,8,14,15080,15094,0.09
March 31 2017,Pend Oreille,WA,Truck,0,0,0,5577,5577,0.00
March 31 2017,Pend Oreille,WA,Passenger,1,4,5,9308,9313,0.05
March 31 2017,Pierce,WA,Truck,0,0,0,138203,138203,0.00
March 31 2017,Pierce,WA,Passenger,876,784,1660,526497,528157,0.31
March 31 2017,San Juan,WA,Truck,0,0,0,5587,5587,0.00
March 31 2017,San Juan,WA,Passenger,88,34,122,13420,13542,0.90
March 31 2017,Skagit,WA,Truck,1,0,1,31431,31432,0.00
March 31 2017,Skagit,WA,Passenger,118,91,209,87532,87741,0.24
March 31 2017,Skamania,WA,Truck,0,0,0,3880,3880,0.00
March 31 2017,Skamania,WA,Passenger,8,8,16,8530,8546,0.19
March 31 2017,Snohomish,WA,Passenger,1655,850,2505,513473,515978,0.49
March 31 2017,Snohomish,WA,Truck,1,0,1,122210,122211,0.00
March 31 2017,Spokane,WA,Passenger,232,201,433,295495,295928,0.15
March 31 2017,Spokane,WA,Truck,1,0,1,90272,90273,0.00
March 31 2017,Stevens,WA,Truck,0,0,0,18309,18309,0.00
March 31 2017,Stevens,WA,Passenger,6,20,26,31288,31314,0.08
March 31 2017,Thurston,WA,Truck,0,0,0,53306,53306,0.00
March 31 2017,Thurston,WA,Passenger,365,313,678,185479,186157,0.36
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1635,1635,0.00
March 31 2017,Walla Walla,WA,Truck,0,0,0,13186,13186,0.00
March 31 2017,Walla Walla,WA,Passenger,20,22,42,34833,34875,0.12
March 31 2017,Whatcom,WA,Passenger,418,156,574,142268,142842,0.40
March 31 2017,Whatcom,WA,Truck,2,0,2,41401,41403,0.00
March 31 2017,Whitman,WA,Truck,0,0,0,8389,8389,0.00
March 31 2017,Whitman,WA,Passenger,9,18,27,21952,21979,0.12
March 31 2017,Yakima,WA,Passenger,36,50,86,159245,159331,0.05
March 31 2017,Yakima,WA,Truck,0,0,0,57267,57267,0.00
March 31 2017,Dane,WI,Passenger,1,0,1,152,153,0.65
March 31 2017,,,Passenger,2,0,2,306,308,0.65
April 30 2017,Juneau,AK,Passenger,0,1,1,52,53,1.89
April 30 2017,Dale,AL,Passenger,0,1,1,65,66,1.52
April 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
April 30 2017,Maricopa,AZ,Passenger,2,1,3,1751,1754,0.17
April 30 2017,Pima,AZ,Passenger,0,2,2,430,432,0.46
April 30 2017,Pinal,AZ,Passenger,2,0,2,234,236,0.85
April 30 2017,Alameda,CA,Passenger,2,1,3,375,378,0.79
April 30 2017,Los Angeles,CA,Passenger,2,1,3,1342,1345,0.22
April 30 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
April 30 2017,Monterey,CA,Passenger,0,1,1,214,215,0.47
April 30 2017,Orange,CA,Passenger,2,1,3,641,644,0.47
April 30 2017,Riverside,CA,Passenger,0,1,1,819,820,0.12
April 30 2017,San Diego,CA,Passenger,5,1,6,2766,2772,0.22
April 30 2017,San Mateo,CA,Passenger,0,1,1,159,160,0.62
April 30 2017,Santa Clara,CA,Passenger,6,2,8,409,417,1.92
April 30 2017,Tulare,CA,Passenger,1,0,1,196,197,0.51
April 30 2017,Ventura,CA,Passenger,0,1,1,363,364,0.27
April 30 2017,El Paso,CO,Passenger,1,1,2,823,825,0.24
April 30 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
April 30 2017,New London,CT,Passenger,1,1,2,267,269,0.74
April 30 2017,District of Columbia,DC,Passenger,0,3,3,221,224,1.34
April 30 2017,Duval,FL,Passenger,1,1,2,371,373,0.54
April 30 2017,Manatee,FL,Passenger,1,0,1,47,48,2.08
April 30 2017,Okaloosa,FL,Passenger,1,0,1,189,190,0.53
April 30 2017,Orange,FL,Passenger,1,1,2,147,149,1.34
April 30 2017,Palm Beach,FL,Passenger,0,1,1,93,94,1.06
April 30 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April 30 2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.90
April 30 2017,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
April 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
April 30 2017,Cobb,GA,Passenger,0,1,1,73,74,1.35
April 30 2017,DeKalb,GA,Passenger,1,0,1,83,84,1.19
April 30 2017,Fulton,GA,Passenger,1,1,2,116,118,1.69
April 30 2017,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
April 30 2017,Muscogee,GA,Passenger,0,1,1,249,250,0.40
April 30 2017,Richmond,GA,Passenger,0,1,1,98,99,1.01
April 30 2017,Honolulu,HI,Passenger,4,1,5,603,608,0.82
April 30 2017,Maui,HI,Passenger,1,0,1,72,73,1.37
April 30 2017,Canyon,ID,Passenger,0,1,1,99,100,1.00
April 30 2017,Latah,ID,Passenger,0,1,1,118,119,0.84
April 30 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2017,Hamilton,IN,Passenger,1,0,1,60,61,1.64
April 30 2017,Hardin,KY,Passenger,0,1,1,124,125,0.80
April 30 2017,Orleans,LA,Passenger,0,1,1,50,51,1.96
April 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2017,Middlesex,MA,Passenger,1,0,1,148,149,0.67
April 30 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
April 30 2017,Norfolk,MA,Passenger,1,0,1,36,37,2.70
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,509,510,0.20
April 30 2017,Charles,MD,Passenger,0,1,1,90,91,1.10
April 30 2017,Howard,MD,Passenger,0,2,2,91,93,2.15
April 30 2017,Montgomery,MD,Passenger,1,0,1,308,309,0.32
April 30 2017,Prince George's,MD,Passenger,0,1,1,184,185,0.54
April 30 2017,Kent,MI,Passenger,0,1,1,36,37,2.70
April 30 2017,Wayne,MI,Passenger,0,1,1,71,72,1.39
April 30 2017,Dakota,MN,Passenger,0,1,1,38,39,2.56
April 30 2017,Jackson,MO,Passenger,1,0,1,66,67,1.49
April 30 2017,Cascade,MT,Passenger,0,1,1,59,60,1.67
April 30 2017,Missoula,MT,Passenger,1,0,1,76,77,1.30
April 30 2017,Cumberland,NC,Passenger,1,0,1,623,624,0.16
April 30 2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
April 30 2017,Harnett,NC,Passenger,1,0,1,267,268,0.37
April 30 2017,Moore,NC,Passenger,0,1,1,205,206,0.49
April 30 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
April 30 2017,Bergen,NJ,Passenger,0,2,2,33,35,5.71
April 30 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
April 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
April 30 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
April 30 2017,Clark,NV,Passenger,1,3,4,841,845,0.47
April 30 2017,Jefferson,NY,Passenger,1,1,2,256,258,0.78
April 30 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
April 30 2017,Monroe,NY,Passenger,1,0,1,26,27,3.70
April 30 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
April 30 2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53
April 30 2017,Franklin,OH,Passenger,0,1,1,127,128,0.78
April 30 2017,Clackamas,OR,Passenger,1,1,2,324,326,0.61
April 30 2017,Deschutes,OR,Passenger,1,0,1,194,195,0.51
April 30 2017,Douglas,OR,Passenger,0,1,1,74,75,1.33
April 30 2017,Lane,OR,Passenger,0,1,1,244,245,0.41
April 30 2017,Marion,OR,Passenger,1,0,1,178,179,0.56
April 30 2017,Multnomah,OR,Passenger,0,3,3,1055,1058,0.28
April 30 2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11
April 30 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
April 30 2017,Northampton,PA,Passenger,2,0,2,193,195,1.03
April 30 2017,Newport,RI,Passenger,1,0,1,113,114,0.88
April 30 2017,Hamilton,TN,Passenger,1,0,1,25,26,3.85
April 30 2017,Montgomery,TN,Passenger,1,0,1,293,294,0.34
April 30 2017,Shelby,TN,Passenger,0,1,1,109,110,0.91
April 30 2017,Bexar,TX,Passenger,1,0,1,1020,1021,0.10
April 30 2017,Dallas,TX,Passenger,0,1,1,190,191,0.52
April 30 2017,Hidalgo,TX,Passenger,0,1,1,98,99,1.01
April 30 2017,Nueces,TX,Passenger,0,1,1,97,98,1.02
April 30 2017,Tarrant,TX,Passenger,0,2,2,270,272,0.74
April 30 2017,Travis,TX,Passenger,0,1,1,195,196,0.51
April 30 2017,Salt Lake,UT,Passenger,0,1,1,282,283,0.35
April 30 2017,Utah,UT,Passenger,0,1,1,159,160,0.62
April 30 2017,Albemarle,VA,Passenger,0,1,1,30,31,3.23
April 30 2017,Arlington,VA,Passenger,1,1,2,168,170,1.18
April 30 2017,Fairfax,VA,Passenger,2,2,4,866,870,0.46
April 30 2017,Manassas,VA,Passenger,0,1,1,10,11,9.09
April 30 2017,Norfolk,VA,Passenger,1,1,2,300,302,0.66
April 30 2017,Portsmouth,VA,Passenger,0,1,1,63,64,1.56
April 30 2017,Prince William,VA,Passenger,0,3,3,268,271,1.11
April 30 2017,Virginia Beach,VA,Passenger,2,1,3,643,646,0.46
April 30 2017,Adams,WA,Passenger,2,3,5,12130,12135,0.04
April 30 2017,Adams,WA,Truck,0,0,0,5073,5073,0.00
April 30 2017,Asotin,WA,Passenger,6,2,8,12343,12351,0.06
April 30 2017,Asotin,WA,Truck,0,0,0,6507,6507,0.00
April 30 2017,Benton,WA,Truck,0,0,0,39896,39896,0.00
April 30 2017,Benton,WA,Passenger,143,140,283,128096,128379,0.22
April 30 2017,Chelan,WA,Truck,0,0,0,21213,21213,0.00
April 30 2017,Chelan,WA,Passenger,55,31,86,51700,51786,0.17
April 30 2017,Clallam,WA,Passenger,80,68,148,48127,48275,0.31
April 30 2017,Clallam,WA,Truck,0,0,0,20965,20965,0.00
April 30 2017,Clark,WA,Passenger,755,471,1226,298502,299728,0.41
April 30 2017,Clark,WA,Truck,0,0,0,77560,77560,0.00
April 30 2017,Columbia,WA,Truck,0,0,0,1536,1536,0.00
April 30 2017,Columbia,WA,Passenger,0,1,1,2359,2360,0.04
April 30 2017,Cowlitz,WA,Passenger,52,48,100,69329,69429,0.14
April 30 2017,Cowlitz,WA,Truck,0,0,0,27862,27862,0.00
April 30 2017,Douglas,WA,Passenger,31,21,52,26598,26650,0.20
April 30 2017,Douglas,WA,Truck,0,0,0,11452,11452,0.00
April 30 2017,Ferry,WA,Truck,0,0,0,3550,3550,0.00
April 30 2017,Ferry,WA,Passenger,2,1,3,4398,4401,0.07
April 30 2017,Franklin,WA,Passenger,27,47,74,55356,55430,0.13
April 30 2017,Franklin,WA,Truck,0,0,0,17992,17992,0.00
April 30 2017,Garfield,WA,Truck,0,0,0,938,938,0.00
April 30 2017,Garfield,WA,Passenger,0,0,0,1283,1283,0.00
April 30 2017,Grant,WA,Passenger,18,21,39,60510,60549,0.06
April 30 2017,Grant,WA,Truck,0,0,0,25093,25093,0.00
April 30 2017,Grays Harbor,WA,Truck,0,0,0,19851,19851,0.00
April 30 2017,Grays Harbor,WA,Passenger,29,30,59,44467,44526,0.13
April 30 2017,Island,WA,Passenger,108,128,236,59776,60012,0.39
April 30 2017,Island,WA,Truck,0,0,0,20525,20525,0.00
April 30 2017,Jefferson,WA,Truck,0,0,0,9443,9443,0.00
April 30 2017,Jefferson,WA,Passenger,98,56,154,23753,23907,0.64
April 30 2017,King,WA,Passenger,9559,3888,13447,1378893,1392340,0.97
April 30 2017,King,WA,Truck,8,1,9,188981,188990,0.00
April 30 2017,Kitsap,WA,Passenger,584,300,884,172715,173599,0.51
April 30 2017,Kitsap,WA,Truck,1,0,1,52324,52325,0.00
April 30 2017,Kittitas,WA,Passenger,21,17,38,27204,27242,0.14
April 30 2017,Kittitas,WA,Truck,0,0,0,13482,13482,0.00
April 30 2017,Klickitat,WA,Truck,0,0,0,7955,7955,0.00
April 30 2017,Klickitat,WA,Passenger,22,23,45,14769,14814,0.30
April 30 2017,Lewis,WA,Truck,0,0,0,24801,24801,0.00
April 30 2017,Lewis,WA,Passenger,46,33,79,55199,55278,0.14
April 30 2017,Lincoln,WA,Truck,0,0,0,4464,4464,0.00
April 30 2017,Lincoln,WA,Passenger,2,4,6,7481,7487,0.08
April 30 2017,Mason,WA,Passenger,49,61,110,43005,43115,0.26
April 30 2017,Mason,WA,Truck,0,0,0,19245,19245,0.00
April 30 2017,Okanogan,WA,Passenger,3,16,19,25595,25614,0.07
April 30 2017,Okanogan,WA,Truck,0,0,0,16258,16258,0.00
April 30 2017,Pacific,WA,Truck,0,0,0,7466,7466,0.00
April 30 2017,Pacific,WA,Passenger,9,8,17,15083,15100,0.11
April 30 2017,Pend Oreille,WA,Passenger,1,4,5,9321,9326,0.05
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5580,5580,0.00
April 30 2017,Pierce,WA,Passenger,917,807,1724,525877,527601,0.33
April 30 2017,Pierce,WA,Truck,0,0,0,137848,137848,0.00
April 30 2017,San Juan,WA,Passenger,98,35,133,13478,13611,0.98
April 30 2017,San Juan,WA,Truck,0,0,0,5555,5555,0.00
April 30 2017,Skagit,WA,Passenger,123,97,220,87612,87832,0.25
April 30 2017,Skagit,WA,Truck,1,0,1,31402,31403,0.00
April 30 2017,Skamania,WA,Truck,0,0,0,3872,3872,0.00
April 30 2017,Skamania,WA,Passenger,9,8,17,8522,8539,0.20
April 30 2017,Snohomish,WA,Passenger,1708,862,2570,512844,515414,0.50
April 30 2017,Snohomish,WA,Truck,1,0,1,122017,122018,0.00
April 30 2017,Spokane,WA,Passenger,236,207,443,295788,296231,0.15
April 30 2017,Spokane,WA,Truck,1,0,1,90282,90283,0.00
April 30 2017,Stevens,WA,Passenger,8,22,30,31236,31266,0.10
April 30 2017,Stevens,WA,Truck,0,0,0,18286,18286,0.00
April 30 2017,Thurston,WA,Truck,0,0,0,53263,53263,0.00
April 30 2017,Thurston,WA,Passenger,385,319,704,185782,186486,0.38
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1631,1631,0.00
April 30 2017,Wahkiakum,WA,Passenger,0,2,2,2848,2850,0.07
April 30 2017,Walla Walla,WA,Truck,0,0,0,13176,13176,0.00
April 30 2017,Walla Walla,WA,Passenger,22,24,46,34839,34885,0.13
April 30 2017,Whatcom,WA,Passenger,443,159,602,142491,143093,0.42
April 30 2017,Whatcom,WA,Truck,2,0,2,41457,41459,0.00
April 30 2017,Whitman,WA,Passenger,9,19,28,21979,22007,0.13
April 30 2017,Whitman,WA,Truck,0,0,0,8379,8379,0.00
April 30 2017,Yakima,WA,Truck,0,0,0,57220,57220,0.00
April 30 2017,Yakima,WA,Passenger,38,54,92,159300,159392,0.06
April 30 2017,Dane,WI,Passenger,1,0,1,137,138,0.72
April 30 2017,,,Passenger,2,0,2,304,306,0.65
May 31 2017,Juneau,AK,Passenger,0,1,1,48,49,2.04
May 31 2017,Dale,AL,Passenger,0,1,1,64,65,1.54
May 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
May 31 2017,Maricopa,AZ,Passenger,2,1,3,1733,1736,0.17
May 31 2017,Pima,AZ,Passenger,0,2,2,432,434,0.46
May 31 2017,Pinal,AZ,Passenger,2,0,2,233,235,0.85
May 31 2017,Alameda,CA,Passenger,1,1,2,368,370,0.54
May 31 2017,Los Angeles,CA,Passenger,2,1,3,1319,1322,0.23
May 31 2017,Marin,CA,Passenger,1,0,1,57,58,1.72
May 31 2017,Monterey,CA,Passenger,0,1,1,213,214,0.47
May 31 2017,Orange,CA,Passenger,3,1,4,639,643,0.62
May 31 2017,Riverside,CA,Passenger,0,1,1,809,810,0.12
May 31 2017,San Diego,CA,Passenger,5,1,6,2745,2751,0.22
May 31 2017,San Mateo,CA,Passenger,0,1,1,158,159,0.63
May 31 2017,Santa Clara,CA,Passenger,5,2,7,400,407,1.72
May 31 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
May 31 2017,Ventura,CA,Passenger,0,1,1,362,363,0.28
May 31 2017,El Paso,CO,Passenger,2,1,3,810,813,0.37
May 31 2017,New Haven,CT,Passenger,0,1,1,60,61,1.64
May 31 2017,New London,CT,Passenger,1,1,2,263,265,0.75
May 31 2017,District of Columbia,DC,Passenger,0,3,3,217,220,1.36
May 31 2017,Duval,FL,Passenger,1,1,2,371,373,0.54
May 31 2017,Manatee,FL,Passenger,1,0,1,46,47,2.13
May 31 2017,Okaloosa,FL,Passenger,1,0,1,180,181,0.55
May 31 2017,Orange,FL,Passenger,1,1,2,142,144,1.39
May 31 2017,Palm Beach,FL,Passenger,0,1,1,91,92,1.09
May 31 2017,Polk,FL,Passenger,1,0,1,66,67,1.49
May 31 2017,Santa Rosa,FL,Passenger,1,0,1,111,112,0.89
May 31 2017,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
May 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
May 31 2017,Volusia,FL,Passenger,0,1,1,44,45,2.22
May 31 2017,Cobb,GA,Passenger,0,1,1,73,74,1.35
May 31 2017,DeKalb,GA,Passenger,1,0,1,82,83,1.20
May 31 2017,Fulton,GA,Passenger,1,0,1,114,115,0.87
May 31 2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12
May 31 2017,Muscogee,GA,Passenger,0,1,1,246,247,0.40
May 31 2017,Richmond,GA,Passenger,0,1,1,99,100,1.00
May 31 2017,Honolulu,HI,Passenger,3,1,4,601,605,0.66
May 31 2017,Maui,HI,Passenger,1,0,1,73,74,1.35
May 31 2017,Canyon,ID,Passenger,0,1,1,99,100,1.00
May 31 2017,Latah,ID,Passenger,0,1,1,108,109,0.92
May 31 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
May 31 2017,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
May 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
May 31 2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
May 31 2017,Hardin,KY,Passenger,0,1,1,123,124,0.81
May 31 2017,Orleans,LA,Passenger,0,1,1,50,51,1.96
